# R	G	B
-0.247059 -0.396078 -0.521569
-0.247059 -0.435294 -0.576471
-0.270588 -0.435294 -0.592157
-0.333333 -0.450980 -0.584314
-0.372549 -0.466667 -0.505882
-0.615686 -0.662745 -0.592157
-0.811765 -0.749020 -0.568627
-0.819608 -0.741176 -0.552941
-0.796078 -0.717647 -0.529412
-0.796078 -0.717647 -0.521569
-0.796078 -0.733333 -0.552941
-0.756863 -0.749020 -0.623529
-0.537255 -0.607843 -0.560784
-0.129412 -0.278431 -0.356863
-0.411765 -0.309804 -0.584314
-0.341176 -0.294118 -0.545098
-0.207843 -0.215686 -0.450980
-0.129412 -0.176471 -0.388235
-0.145098 -0.231373 -0.403922
-0.145098 -0.239216 -0.396078
-0.129412 -0.231373 -0.380392
-0.105882 -0.200000 -0.356863
-0.168627 -0.270588 -0.419608
-0.074510 -0.168627 -0.317647
0.490196 0.388235 0.247059
0.466667 0.364706 0.223529
0.184314 0.090196 -0.050980
-0.011765 -0.113725 -0.254902
-0.137255 -0.278431 -0.388235
-0.129412 -0.294118 -0.388235
-0.223529 -0.388235 -0.466667
-0.231373 -0.396078 -0.458824
-0.192157 -0.372549 -0.419608
-0.184314 -0.403922 -0.450980
-0.200000 -0.372549 -0.443137
-0.294118 -0.380392 -0.443137
-0.513726 -0.545098 -0.529412
-0.741176 -0.701961 -0.615686
-0.835294 -0.701961 -0.600000
-0.835294 -0.694118 -0.592157
-0.835294 -0.694118 -0.592157
-0.843137 -0.701961 -0.607843
-0.827451 -0.701961 -0.568627
-0.803922 -0.733333 -0.529412
-0.780392 -0.764706 -0.631373
-0.662745 -0.709804 -0.678431
-0.286274 -0.286274 -0.427451
-0.184314 -0.184314 -0.325490
-0.152941 -0.176471 -0.309804
-0.184314 -0.223529 -0.349020
-0.215686 -0.278431 -0.411765
-0.215686 -0.294118 -0.427451
-0.215686 -0.294118 -0.427451
-0.192157 -0.270588 -0.403922
-0.254902 -0.333333 -0.474510
-0.207843 -0.317647 -0.466667
0.403922 0.286275 0.129412
0.482353 0.364706 0.207843
0.043137 -0.074510 -0.231373
-0.286274 -0.396078 -0.560784
-0.223529 -0.317647 -0.482353
-0.098039 -0.200000 -0.333333
-0.137255 -0.239216 -0.349020
-0.113725 -0.223529 -0.294118
-0.035294 -0.152941 -0.192157
-0.090196 -0.200000 -0.223529
-0.152941 -0.207843 -0.262745
-0.403922 -0.388235 -0.427451
-0.733333 -0.670588 -0.615686
-0.819608 -0.717647 -0.600000
-0.835294 -0.694118 -0.600000
-0.843137 -0.694118 -0.607843
-0.843137 -0.701961 -0.607843
-0.827451 -0.686275 -0.592157
-0.843137 -0.709804 -0.592157
-0.827451 -0.749020 -0.560784
-0.811765 -0.756863 -0.584314
-0.811765 -0.764706 -0.639216
-0.176471 -0.231373 -0.309804
-0.192157 -0.231373 -0.309804
-0.200000 -0.223529 -0.309804
-0.247059 -0.270588 -0.356863
-0.254902 -0.309804 -0.411765
-0.262745 -0.325490 -0.419608
-0.254902 -0.317647 -0.396078
-0.239216 -0.309804 -0.396078
-0.247059 -0.341176 -0.443137
-0.082353 -0.200000 -0.364706
0.380392 0.270588 0.090196
0.372549 0.278431 0.105882
-0.168627 -0.262745 -0.419608
-0.466667 -0.537255 -0.701961
-0.200000 -0.254902 -0.435294
-0.090196 -0.145098 -0.309804
-0.105882 -0.168627 -0.309804
-0.019608 -0.082353 -0.207843
0.058824 -0.011765 -0.113725
-0.011765 -0.058824 -0.129412
-0.239216 -0.231373 -0.254902
-0.694118 -0.623529 -0.584314
-0.850980 -0.741176 -0.647059
-0.850980 -0.725490 -0.592157
-0.858824 -0.741176 -0.576471
-0.858824 -0.733333 -0.568627
-0.843137 -0.725490 -0.560784
-0.819608 -0.694118 -0.537255
-0.819608 -0.709804 -0.537255
-0.827451 -0.733333 -0.576471
-0.866667 -0.741176 -0.615686
-0.827451 -0.741176 -0.568627
-0.168627 -0.239216 -0.309804
-0.192157 -0.247059 -0.325490
-0.192157 -0.223529 -0.309804
-0.184314 -0.215686 -0.309804
-0.145098 -0.231373 -0.309804
-0.152941 -0.231373 -0.278431
-0.200000 -0.262745 -0.278431
-0.176471 -0.270588 -0.301961
-0.066667 -0.200000 -0.278431
0.184314 0.043137 -0.129412
0.403922 0.286275 0.098039
0.152941 0.066667 -0.098039
-0.176471 -0.239216 -0.380392
-0.145098 -0.192157 -0.325490
-0.019608 -0.121569 -0.247059
0.011765 -0.098039 -0.223529
0.019608 -0.082353 -0.215686
0.011765 -0.082353 -0.223529
-0.027451 -0.113725 -0.270588
-0.043137 -0.121569 -0.247059
-0.411765 -0.411765 -0.396078
-0.843137 -0.772549 -0.615686
-0.866667 -0.749020 -0.600000
-0.850980 -0.733333 -0.615686
-0.858824 -0.749020 -0.576471
-0.850980 -0.733333 -0.552941
-0.843137 -0.725490 -0.545098
-0.858824 -0.733333 -0.552941
-0.835294 -0.741176 -0.545098
-0.843137 -0.733333 -0.592157
-0.890196 -0.709804 -0.662745
-0.835294 -0.749020 -0.568627
-0.105882 -0.192157 -0.286274
-0.105882 -0.184314 -0.278431
-0.058824 -0.137255 -0.231373
-0.019608 -0.105882 -0.200000
0.035294 -0.082353 -0.200000
-0.019608 -0.113725 -0.200000
-0.121569 -0.176471 -0.239216
-0.098039 -0.184314 -0.262745
0.090196 -0.050980 -0.168627
0.286275 0.098039 -0.058824
0.278431 0.090196 -0.066667
0.011765 -0.152941 -0.294118
0.011765 -0.137255 -0.254902
0.129412 -0.019608 -0.121569
0.113726 -0.082353 -0.168627
0.090196 -0.105882 -0.200000
0.050980 -0.113725 -0.223529
-0.019608 -0.160784 -0.270588
-0.019608 -0.145098 -0.262745
-0.121569 -0.192157 -0.278431
-0.607843 -0.592157 -0.552941
-0.843137 -0.764706 -0.600000
-0.843137 -0.725490 -0.560784
-0.827451 -0.717647 -0.584314
-0.835294 -0.717647 -0.545098
-0.827451 -0.709804 -0.529412
-0.811765 -0.701961 -0.521569
-0.835294 -0.717647 -0.537255
-0.835294 -0.733333 -0.552941
-0.717647 -0.631373 -0.521569
-0.709804 -0.607843 -0.568627
-0.827451 -0.764706 -0.600000
0.066667 -0.050980 -0.168627
0.027451 -0.098039 -0.215686
0.043137 -0.105882 -0.215686
0.050980 -0.113725 -0.223529
0.019608 -0.152941 -0.286274
0.011765 -0.113725 -0.239216
-0.011765 -0.082353 -0.184314
-0.074510 -0.145098 -0.278431
-0.011765 -0.145098 -0.301961
0.137255 -0.098039 -0.215686
0.113726 -0.152941 -0.262745
0.105882 -0.152941 -0.254902
0.176471 -0.082353 -0.184314
0.152941 -0.113725 -0.207843
0.121569 -0.152941 -0.231373
0.129412 -0.129412 -0.200000
0.098039 -0.121569 -0.184314
0.105882 -0.074510 -0.137255
0.074510 -0.066667 -0.121569
-0.419608 -0.458824 -0.474510
-0.764706 -0.717647 -0.647059
-0.819608 -0.709804 -0.560784
-0.819608 -0.709804 -0.529412
-0.796078 -0.701961 -0.529412
-0.811765 -0.694118 -0.521569
-0.803922 -0.686275 -0.505882
-0.803922 -0.686275 -0.513726
-0.819608 -0.701961 -0.521569
-0.811765 -0.694118 -0.537255
-0.372549 -0.341176 -0.278431
-0.388235 -0.435294 -0.403922
-0.780392 -0.756863 -0.607843
