# R	G	B
0.596078 0.694118 0.745098
0.600000 0.694118 0.745098
0.603922 0.698039 0.741176
0.607843 0.701961 0.741176
0.611765 0.701961 0.745098
0.619608 0.701961 0.749020
0.619608 0.701961 0.745098
0.623529 0.705882 0.745098
0.623529 0.705882 0.745098
0.623529 0.705882 0.741176
0.623529 0.705882 0.741176
0.627451 0.705882 0.741176
0.631373 0.705882 0.741176
0.627451 0.705882 0.741176
0.627451 0.705882 0.737255
0.627451 0.705882 0.737255
0.627451 0.705882 0.737255
0.627451 0.705882 0.737255
0.627451 0.705882 0.737255
0.623529 0.701961 0.737255
0.627451 0.701961 0.745098
0.623529 0.698039 0.745098
0.619608 0.698039 0.745098
0.619608 0.694118 0.745098
0.615686 0.694118 0.741176
0.611765 0.690196 0.741176
0.607843 0.686275 0.741176
0.600000 0.682353 0.733333
0.552941 0.678431 0.756863
0.556863 0.678431 0.752941
0.560784 0.682353 0.752941
0.568627 0.686275 0.752941
0.576471 0.686275 0.752941
0.580392 0.690196 0.749020
0.584314 0.694118 0.749020
0.588235 0.698039 0.749020
0.592157 0.698039 0.749020
0.600000 0.698039 0.752941
0.603922 0.701961 0.749020
0.603922 0.701961 0.749020
0.603922 0.705882 0.749020
0.607843 0.705882 0.749020
0.607843 0.705882 0.749020
0.611765 0.705882 0.749020
0.615686 0.701961 0.745098
0.611765 0.701961 0.745098
0.611765 0.701961 0.745098
0.611765 0.701961 0.745098
0.615686 0.701961 0.745098
0.611765 0.701961 0.745098
0.611765 0.701961 0.741176
0.611765 0.701961 0.745098
0.611765 0.701961 0.749020
0.611765 0.698039 0.749020
0.607843 0.698039 0.745098
0.603922 0.694118 0.745098
0.603922 0.694118 0.741176
0.600000 0.690196 0.745098
0.596078 0.686275 0.741176
0.592157 0.678431 0.733333
0.525490 0.662745 0.737255
0.525490 0.662745 0.737255
0.537255 0.666667 0.741176
0.537255 0.666667 0.741176
0.545098 0.666667 0.741176
0.549020 0.670588 0.741176
0.549020 0.674510 0.741176
0.549020 0.678431 0.737255
0.556863 0.678431 0.737255
0.560784 0.678431 0.741176
0.564706 0.678431 0.741176
0.560784 0.678431 0.741176
0.560784 0.678431 0.741176
0.556863 0.678431 0.741176
0.556863 0.682353 0.737255
0.556863 0.682353 0.737255
0.560784 0.682353 0.737255
0.560784 0.682353 0.733333
0.564706 0.682353 0.733333
0.576471 0.678431 0.729412
0.588235 0.682353 0.729412
0.584314 0.682353 0.729412
0.584314 0.682353 0.729412
0.592157 0.682353 0.733333
0.592157 0.686275 0.737255
0.592157 0.686275 0.733333
0.588235 0.682353 0.729412
0.588235 0.682353 0.729412
0.584314 0.682353 0.729412
0.580392 0.682353 0.729412
0.576471 0.674510 0.725490
0.572549 0.662745 0.717647
