# R	G	B
-0.050980 0.105882 0.192157
-0.050980 0.105882 0.192157
-0.043137 0.098039 0.192157
-0.050980 0.090196 0.192157
-0.058824 0.082353 0.176471
-0.058824 0.082353 0.176471
-0.074510 0.074510 0.160784
-0.082353 0.074510 0.160784
-0.074510 0.082353 0.168628
-0.074510 0.082353 0.168628
-0.074510 0.066667 0.152941
-0.074510 0.066667 0.145098
-0.074510 0.066667 0.145098
-0.074510 0.066667 0.145098
-0.082353 0.058824 0.137255
-0.082353 0.058824 0.137255
-0.098039 0.043137 0.121569
-0.098039 0.043137 0.121569
-0.105882 0.035294 0.113726
-0.098039 0.043137 0.121569
-0.098039 0.043137 0.121569
-0.098039 0.043137 0.121569
-0.105882 0.035294 0.113726
-0.105882 0.035294 0.113726
-0.105882 0.035294 0.113726
-0.105882 0.035294 0.113726
-0.113725 0.027451 0.105882
-0.113725 0.027451 0.105882
-0.121569 0.019608 0.098039
-0.121569 0.019608 0.098039
-0.113725 0.027451 0.105882
-0.058824 0.098039 0.192157
-0.066667 0.090196 0.176471
-0.066667 0.090196 0.176471
-0.058824 0.082353 0.168628
-0.058824 0.082353 0.160784
-0.066667 0.074510 0.152941
-0.066667 0.074510 0.152941
-0.074510 0.082353 0.168628
-0.074510 0.082353 0.168628
-0.074510 0.082353 0.168628
-0.074510 0.082353 0.160784
-0.074510 0.074510 0.129412
-0.074510 0.074510 0.129412
-0.074510 0.074510 0.129412
-0.074510 0.074510 0.129412
-0.082353 0.058824 0.137255
-0.082353 0.058824 0.137255
-0.098039 0.043137 0.121569
-0.098039 0.043137 0.121569
-0.098039 0.043137 0.121569
-0.098039 0.043137 0.121569
-0.098039 0.043137 0.121569
-0.098039 0.043137 0.121569
-0.105882 0.035294 0.113726
-0.105882 0.035294 0.113726
-0.113725 0.027451 0.105882
-0.113725 0.027451 0.098039
-0.113725 0.035294 0.090196
-0.113725 0.035294 0.082353
-0.121569 0.027451 0.082353
-0.129412 0.019608 0.082353
-0.129412 0.011765 0.090196
-0.058824 0.098039 0.184314
-0.066667 0.090196 0.176471
-0.066667 0.090196 0.176471
-0.058824 0.090196 0.152941
-0.058824 0.090196 0.152941
-0.066667 0.082353 0.145098
-0.066667 0.082353 0.145098
-0.074510 0.082353 0.168628
-0.074510 0.082353 0.168628
-0.074510 0.082353 0.168628
-0.074510 0.082353 0.160784
-0.074510 0.074510 0.129412
-0.074510 0.074510 0.121569
-0.074510 0.074510 0.121569
-0.074510 0.074510 0.121569
-0.082353 0.058824 0.137255
-0.082353 0.058824 0.137255
-0.098039 0.043137 0.121569
-0.098039 0.043137 0.121569
-0.098039 0.043137 0.121569
-0.098039 0.043137 0.121569
-0.105882 0.035294 0.113726
-0.105882 0.035294 0.113726
-0.105882 0.035294 0.113726
-0.105882 0.035294 0.113726
-0.113725 0.027451 0.105882
-0.113725 0.035294 0.098039
-0.113725 0.035294 0.082353
-0.113725 0.035294 0.082353
-0.121569 0.027451 0.074510
-0.129412 0.019608 0.074510
-0.129412 0.011765 0.090196
-0.058824 0.098039 0.160784
-0.066667 0.082353 0.152941
-0.066667 0.082353 0.145098
-0.058824 0.082353 0.137255
-0.058824 0.082353 0.137255
-0.066667 0.074510 0.129412
-0.066667 0.074510 0.129412
-0.074510 0.074510 0.137255
-0.074510 0.074510 0.145098
-0.074510 0.074510 0.145098
-0.074510 0.074510 0.137255
-0.074510 0.066667 0.121569
-0.074510 0.066667 0.113726
-0.074510 0.066667 0.113726
-0.074510 0.066667 0.113726
-0.082353 0.058824 0.121569
-0.082353 0.058824 0.121569
-0.098039 0.043137 0.105882
-0.098039 0.043137 0.105882
-0.098039 0.043137 0.105882
-0.098039 0.035294 0.105882
-0.105882 0.027451 0.098039
-0.105882 0.027451 0.098039
-0.098039 0.027451 0.098039
-0.098039 0.027451 0.098039
-0.098039 0.019608 0.090196
-0.098039 0.027451 0.090196
-0.105882 0.019608 0.074510
-0.105882 0.019608 0.074510
-0.113725 0.011765 0.066667
-0.121569 0.003922 0.066667
-0.129412 0.011765 0.074510
-0.043137 0.105882 0.152941
-0.058824 0.090196 0.137255
-0.058824 0.090196 0.137255
-0.050980 0.082353 0.137255
-0.050980 0.082353 0.137255
-0.058824 0.074510 0.129412
-0.058824 0.074510 0.129412
-0.058824 0.074510 0.129412
-0.058824 0.074510 0.129412
-0.058824 0.074510 0.129412
-0.058824 0.074510 0.129412
-0.066667 0.066667 0.121569
-0.066667 0.066667 0.121569
-0.066667 0.066667 0.121569
-0.066667 0.066667 0.121569
-0.066667 0.066667 0.121569
-0.066667 0.066667 0.121569
-0.082353 0.050980 0.105882
-0.082353 0.050980 0.105882
-0.090196 0.043137 0.098039
-0.090196 0.043137 0.098039
-0.090196 0.043137 0.098039
-0.082353 0.043137 0.098039
-0.074510 0.027451 0.090196
-0.074510 0.027451 0.090196
-0.074510 0.027451 0.090196
-0.074510 0.027451 0.090196
-0.082353 0.019608 0.082353
-0.090196 0.011765 0.074510
-0.098039 0.003922 0.066667
-0.113725 0.003922 0.066667
-0.121569 0.011765 0.066667
