# R	G	B
0.372549 0.337255 0.305882
0.349020 0.309804 0.278431
0.345098 0.305882 0.274510
0.337255 0.301961 0.266667
0.337255 0.298039 0.266667
0.321569 0.286275 0.254902
0.356863 0.321569 0.286275
0.356863 0.329412 0.309804
0.349020 0.333333 0.317647
0.341176 0.329412 0.313726
0.309804 0.294118 0.278431
0.282353 0.274510 0.254902
0.298039 0.290196 0.274510
0.325490 0.333333 0.317647
0.325490 0.349020 0.337255
0.282353 0.298039 0.266667
0.274510 0.298039 0.274510
0.309804 0.356863 0.337255
0.325490 0.376471 0.372549
0.352941 0.415686 0.423529
0.364706 0.411765 0.392157
0.270588 0.290196 0.250980
0.250980 0.309804 0.282353
0.313726 0.376471 0.372549
0.298039 0.360784 0.337255
0.200000 0.262745 0.250980
0.105882 0.164706 0.164706
0.101961 0.172549 0.168627
0.317647 0.270588 0.227451
0.337255 0.301961 0.266667
0.337255 0.305882 0.274510
0.313726 0.278431 0.247059
0.309804 0.270588 0.239216
0.341176 0.298039 0.266667
0.309804 0.270588 0.235294
0.301961 0.262745 0.227451
0.313726 0.274510 0.239216
0.364706 0.337255 0.294118
0.439216 0.419608 0.380392
0.415686 0.396078 0.372549
0.349020 0.329412 0.313726
0.305882 0.286275 0.270588
0.301961 0.286275 0.270588
0.329412 0.329412 0.305882
0.482353 0.505882 0.494118
0.545098 0.584314 0.580392
0.454902 0.513726 0.521569
0.356863 0.396078 0.388235
0.266667 0.294118 0.266667
0.282353 0.321569 0.298039
0.317647 0.360784 0.360784
0.341176 0.388235 0.396078
0.349020 0.396078 0.400000
0.290196 0.301961 0.286275
0.211765 0.266667 0.250980
0.203922 0.274510 0.243137
0.262745 0.321569 0.290196
0.219608 0.278431 0.270588
0.113725 0.172549 0.168627
0.094118 0.160784 0.156863
0.313726 0.243137 0.188235
0.356863 0.301961 0.250980
0.360784 0.317647 0.278431
0.352941 0.309804 0.274510
0.368627 0.329412 0.290196
0.325490 0.286275 0.250980
0.298039 0.258824 0.223529
0.317647 0.278431 0.247059
0.337255 0.301961 0.266667
0.384314 0.360784 0.325490
0.415686 0.400000 0.368627
0.329412 0.313726 0.282353
0.286275 0.270588 0.239216
0.325490 0.317647 0.290196
0.392157 0.384314 0.349020
0.400000 0.400000 0.352941
0.545098 0.572549 0.556863
0.619608 0.662745 0.670588
0.537255 0.592157 0.603922
0.450980 0.498039 0.505882
0.329412 0.364706 0.337255
0.278431 0.305882 0.286275
0.298039 0.345098 0.341176
0.309804 0.360784 0.360784
0.321569 0.372549 0.376471
0.313726 0.333333 0.317647
0.250980 0.278431 0.254902
0.149020 0.207843 0.184314
0.211765 0.274510 0.254902
0.196078 0.250980 0.243137
0.113725 0.164706 0.156863
0.086275 0.149020 0.145098
